"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000260702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260532",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273551",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196557",0,1,0,0,0,0,0,1,0,2,2,11
"ENSG00000260403",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000259910",0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000261294",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116176",0,0,0,0,0,0,0,1,0,2,1,1
"ENSG00000277010",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000197253",1,2,1,0,0,1,1,0,0,1,2,0
"ENSG00000172236",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095917",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260182",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196364",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260991",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260284",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274751",0,2,0,1,2,0,0,2,1,1,1,2
"ENSG00000103275",1880,3426,2649,2930,2516,4428,2316,2908,3813,2948,4154,4934
"ENSG00000261505",1,3,4,5,2,17,0,5,6,2,11,5
"ENSG00000219274",654,1184,882,957,773,1521,551,767,1039,807,1127,1468
"ENSG00000007516",3,2,5,2,11,8,2,9,13,19,14,18
"ENSG00000007520",1044,1561,1323,1550,1591,2168,994,1323,1937,1541,1711,2153
"ENSG00000090581",416,671,558,573,600,1055,492,667,914,680,1213,1481
"ENSG00000260425",0,0,2,0,1,0,0,1,1,0,1,1
"ENSG00000059145",359,534,417,481,456,767,480,624,925,564,1011,1026
"ENSG00000260132",1,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000174109",237,464,367,375,321,566,249,365,504,354,513,573
"ENSG00000284395",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000197599",2,9,5,3,0,11,4,2,3,2,3,19
"ENSG00000279930",0,4,2,1,0,3,0,1,3,1,3,3
"ENSG00000103249",1473,2584,1966,2155,2095,3423,1662,2136,2918,2153,3358,4089
"ENSG00000261641",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260051",1,2,4,9,3,13,3,6,16,10,13,12
"ENSG00000261430",0,0,0,2,0,0,0,0,1,0,0,0
"ENSG00000219027",0,0,0,0,0,0,2,2,0,0,0,0
"ENSG00000251692",0,1,0,1,0,0,1,3,5,2,0,1
"ENSG00000100726",1566,2679,2262,2459,2061,3276,1354,1863,2480,1829,2855,3313
"ENSG00000187535",328,549,533,469,514,831,300,391,564,424,797,1041
"ENSG00000260646",1,2,0,2,0,1,0,2,1,2,0,2
"ENSG00000131634",0,5,4,2,3,9,4,5,4,4,4,17
"ENSG00000280062",1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000280231",1,4,4,6,2,2,5,8,3,2,7,12
"ENSG00000280327",5,18,7,16,8,20,6,16,15,17,14,20
"ENSG00000260954",1,2,2,1,2,1,5,3,7,2,2,11
"ENSG00000260989",1,1,3,0,0,2,0,0,0,2,2,3
"ENSG00000007545",254,478,406,369,326,596,316,380,597,427,627,659
"ENSG00000226890",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261732",1,4,2,2,2,3,1,2,7,5,8,3
"ENSG00000206053",4150,7436,5934,6079,5249,9308,4887,6871,8876,6858,9527,11119
"ENSG00000278987",10,12,5,5,18,25,11,12,17,20,14,22
"ENSG00000138834",314,427,335,385,332,781,272,405,667,370,717,821
"ENSG00000275092",11,21,12,11,13,15,5,14,17,13,7,21
"ENSG00000261399",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000265820",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000261207",1,1,2,1,0,4,0,3,1,1,1,0
"ENSG00000103024",449,648,572,636,537,828,328,448,595,422,745,1051
"ENSG00000074071",1513,2437,2038,2181,1755,2923,1315,1784,2248,1821,2329,2986
"ENSG00000197774",90,85,68,68,89,161,80,87,166,110,148,181
"ENSG00000162032",7,7,4,8,7,10,13,4,12,7,15,18
"ENSG00000095906",1437,2237,1837,2011,1644,2831,1529,2144,2600,1934,2915,3734
"ENSG00000099769",3,4,6,3,1,4,0,1,5,5,3,4
"ENSG00000063854",1271,2156,1742,1858,1768,2930,1529,2089,2643,2011,2798,3399
"ENSG00000180185",532,996,775,817,624,1079,561,787,899,750,1078,1217
"ENSG00000162039",1,0,0,0,0,3,0,0,2,0,0,0
"ENSG00000260541",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000281219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259947",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162040",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000198736",671,1262,995,1168,1038,1814,732,977,1362,999,1544,1720
"ENSG00000140986",1,1,1,1,0,0,0,0,4,0,3,3
"ENSG00000140990",1281,2173,1797,1873,1589,2936,1193,1613,2117,1611,2386,2915
"ENSG00000140988",22584,39471,30833,34338,31710,51835,23447,30210,40280,31185,35800,46367
"ENSG00000206811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207405",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255513",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255198",54,77,54,44,51,116,30,48,58,57,71,71
"ENSG00000273587",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179580",0,0,6,0,0,2,1,1,0,0,2,1
"ENSG00000277602",0,1,0,0,2,0,0,4,1,0,0,0
"ENSG00000183751",1433,2345,1919,1971,1728,2893,1192,1641,2225,1624,2260,2744
"ENSG00000196408",0,1,0,0,0,0,0,0,0,0,0,3
"ENSG00000127554",227,394,307,369,358,548,312,384,580,433,558,672
"ENSG00000261790",12,16,21,10,10,30,11,17,27,23,40,34
"ENSG00000127561",177,315,273,361,447,640,184,214,336,242,495,628
"ENSG00000260107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167962",1383,2259,1920,1886,1586,2757,1284,1520,2046,1429,2106,2286
"ENSG00000183971",1,3,0,2,2,9,4,1,4,7,4,6
"ENSG00000265386",0,0,0,0,0,0,0,0,2,0,0,1
"ENSG00000065054",872,1491,1300,1307,1211,2208,987,1410,1675,1323,1848,2207
"ENSG00000065057",556,875,750,759,646,1201,447,539,749,593,875,1061
"ENSG00000103197",1279,1982,1708,1732,1660,2832,1569,2073,2915,2055,3019,3548
"ENSG00000008710",2228,2977,2676,2785,2944,5551,2110,2753,4305,2532,5253,5693
"ENSG00000221656",0,0,0,0,0,0,1,2,0,0,0,1
"ENSG00000259933",3,0,0,1,0,2,0,2,6,0,5,5
"ENSG00000261123",0,1,1,1,1,1,3,3,4,1,0,11
"ENSG00000284008",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261240",0,0,2,4,2,3,2,4,4,0,3,3
"ENSG00000260447",6,15,12,6,8,27,12,8,19,12,19,20
"ENSG00000200059",3,3,6,1,1,5,2,9,12,5,4,3
"ENSG00000265867",0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000264397",0,0,0,1,0,0,0,0,0,0,3,0
"ENSG00000167964",100,191,152,193,235,350,102,138,249,167,349,479
"ENSG00000260260",192,320,213,212,187,333,81,108,186,109,155,200
"ENSG00000206630",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131653",2346,4037,3471,3444,3216,5335,2281,3116,4114,3010,4572,5660
"ENSG00000167971",19,30,35,44,74,82,16,22,35,37,55,104
"ENSG00000167965",1029,1704,1481,1612,1255,2173,1125,1435,1922,1437,2061,2326
"ENSG00000182685",22,50,28,36,21,66,37,42,65,43,80,90
"ENSG00000184207",609,1088,876,1052,1153,1557,605,793,1249,1034,1072,1472
"ENSG00000261532",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167967",467,781,627,641,583,1087,496,680,914,660,1076,1235
"ENSG00000259780",0,0,1,1,0,0,0,0,4,0,0,0
"ENSG00000167968",14,30,20,23,10,41,13,20,32,21,29,39
"ENSG00000167969",1602,2676,1914,2130,2043,3415,1123,1406,2057,1503,2804,3586
"ENSG00000261663",16,18,16,25,23,34,20,14,38,20,27,37
"ENSG00000205937",4617,7595,6441,6640,5710,9793,5176,6769,9077,6385,9010,10268
"ENSG00000260778",6,25,13,6,9,25,8,8,17,6,16,17
"ENSG00000266643",0,3,3,3,0,0,0,3,0,0,0,0
"ENSG00000284346",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264004",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167972",918,1671,1268,1389,1530,2608,794,1171,1821,1338,2387,2883
"ENSG00000243445",136,199,167,165,164,290,105,118,184,141,225,249
"ENSG00000238098",6,7,8,12,11,27,4,7,22,10,10,22
"ENSG00000162063",1355,2401,1974,2057,1871,3277,1877,2427,3441,2369,3374,4078
"ENSG00000285970",1,2,0,0,0,0,0,0,0,1,1,0
"ENSG00000283180",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260095",2,4,7,7,2,10,7,3,10,3,7,6
"ENSG00000260874",6,2,3,5,2,7,7,3,2,2,9,13
"ENSG00000162062",163,277,233,249,268,436,234,328,481,326,697,715
"ENSG00000274805",0,0,0,3,0,0,0,1,0,0,0,0
"ENSG00000259895",10,19,11,15,10,33,8,16,14,22,34,16
"ENSG00000162068",1,2,0,1,3,5,3,6,16,6,8,23
"ENSG00000162065",393,749,544,509,516,854,383,526,679,502,758,769
"ENSG00000260293",8,14,12,10,9,13,4,12,19,11,23,37
"ENSG00000260272",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185883",2,3,1,6,7,10,4,5,10,4,10,11
"ENSG00000259784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279520",14,19,12,21,23,38,16,37,29,15,30,48
"ENSG00000162066",309,518,360,390,431,658,219,309,443,286,458,637
"ENSG00000205923",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266232",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000140992",1207,2243,1835,1790,1753,3082,1493,1909,2668,1893,2846,2995
"ENSG00000261613",15,49,36,40,29,84,23,22,45,18,46,66
"ENSG00000261288",1,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000269937",39,46,63,45,49,93,38,42,85,38,69,62
"ENSG00000261140",7,3,7,4,12,10,5,6,12,5,6,10
"ENSG00000260436",0,2,0,0,0,1,3,0,3,0,0,3
"ENSG00000279568",6,4,3,2,3,7,7,1,5,4,6,6
"ENSG00000280402",1,1,1,2,6,3,6,7,7,2,0,2
"ENSG00000279162",1,0,4,2,1,6,2,3,3,0,4,0
"ENSG00000261093",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215154",74,131,133,132,107,169,96,156,172,104,173,182
"ENSG00000205918",202,421,338,276,319,541,255,320,467,302,510,433
"ENSG00000279057",1,1,0,2,8,3,6,7,8,2,0,2
"ENSG00000260176",15,22,17,13,7,25,11,19,22,12,19,40
"ENSG00000260565",139,218,226,212,194,338,160,250,324,272,424,396
"ENSG00000167977",1261,2246,1745,1753,1511,2722,1597,1974,2675,1950,2659,2932
"ENSG00000279901",3,5,1,0,4,8,1,2,3,3,3,3
"ENSG00000172382",10,11,8,4,5,10,16,14,15,19,26,35
"ENSG00000205913",53,57,66,71,47,93,50,72,94,48,85,90
"ENSG00000167978",8875,13869,12021,11299,11846,21844,10919,14098,20814,13987,20039,21497
"ENSG00000103363",2973,4926,4244,4172,3652,6236,3012,3905,5305,4069,6183,7557
"ENSG00000276791",35,25,28,35,24,54,12,35,48,34,54,47
"ENSG00000103355",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221719",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215148",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000007038",1,0,0,0,0,0,0,1,0,0,2,2
"ENSG00000262154",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162078",1,6,3,3,1,6,1,1,3,2,2,2
"ENSG00000172460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005001",0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000263325",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263280",3,4,6,0,3,9,6,2,11,2,5,9
"ENSG00000162076",564,1017,767,740,726,1325,633,784,1120,878,1431,1931
"ENSG00000059122",1239,1789,1429,1650,1542,2596,1046,1289,1828,1317,2482,3056
"ENSG00000262959",2,0,0,0,0,0,0,0,0,0,3,1
"ENSG00000262482",1,3,1,3,3,3,1,1,3,0,7,2
"ENSG00000131650",72,120,108,145,221,273,51,83,146,111,170,247
"ENSG00000127564",1773,2732,2488,2556,2188,3870,1807,2431,2988,2193,3172,3968
"ENSG00000162073",395,641,534,657,586,887,429,513,797,608,1048,1234
"ENSG00000274367",2,2,2,3,0,3,1,1,4,2,2,6
"ENSG00000262152",8,12,6,10,7,15,8,9,15,12,15,19
"ENSG00000262362",1,2,1,0,0,3,0,1,2,1,0,0
"ENSG00000272079",6,13,6,14,17,20,14,13,19,16,20,30
"ENSG00000213937",3,4,2,5,6,11,3,5,7,8,18,9
"ENSG00000184697",2,4,2,0,2,4,5,11,2,4,7,7
"ENSG00000006327",4397,7569,6155,6822,5272,9495,5386,7326,8514,6337,7953,8810
"ENSG00000103145",1033,1644,1262,1243,1156,1963,886,1123,1493,1211,1887,2570
"ENSG00000131652",595,1044,737,701,717,1348,554,734,979,693,1229,1719
"ENSG00000162069",1,3,3,5,0,4,0,0,2,3,5,6
"ENSG00000205890",0,1,3,2,0,5,0,1,1,1,0,2
"ENSG00000261971",120,181,200,177,170,335,101,153,203,112,248,274
"ENSG00000008516",30,31,25,49,84,117,19,23,38,34,86,74
"ENSG00000008517",10042,17104,16040,15839,17225,29606,6606,8132,12263,9317,18824,23423
"ENSG00000252561",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262370",0,2,0,0,0,3,1,3,4,1,3,7
"ENSG00000200204",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000130182",0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000263072",150,233,177,189,137,261,114,143,264,159,280,300
"ENSG00000263011",2,8,12,10,5,13,5,8,10,14,11,30
"ENSG00000122386",283,469,347,380,294,609,259,290,410,340,543,648
"ENSG00000085644",489,744,615,649,656,1058,380,477,696,522,793,1068
"ENSG00000228146",1,4,5,2,0,1,3,3,5,1,1,4
"ENSG00000261889",2,7,4,8,11,8,3,3,13,8,15,13
"ENSG00000262521",0,0,0,0,1,4,0,0,0,1,0,3
"ENSG00000262668",5,16,12,13,20,13,6,5,12,15,24,26
"ENSG00000168124",0,0,0,2,0,4,0,1,1,0,5,1
"ENSG00000203581",0,1,1,0,0,0,0,0,0,0,0,1
"ENSG00000010539",376,621,509,500,467,770,442,539,805,589,830,954
"ENSG00000103313",6,17,2,1,6,12,7,5,8,5,16,16
"ENSG00000281005",7,11,6,5,4,13,5,5,9,3,9,13
"ENSG00000006194",529,914,769,704,813,1285,725,801,1189,905,1191,1495
"ENSG00000279330",1,2,1,0,0,0,1,0,2,0,0,6
"ENSG00000279031",6,13,3,6,1,11,3,4,2,8,5,11
"ENSG00000140993",35,38,26,21,15,47,27,40,41,32,53,60
"ENSG00000162086",184,346,227,243,196,326,195,315,412,268,441,461
"ENSG00000262899",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262316",15,22,30,34,25,28,11,15,21,25,24,24
"ENSG00000168158",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000285329",0,0,4,0,2,2,1,0,0,3,1,1
"ENSG00000262118",2,2,0,0,0,0,0,1,1,0,0,0
"ENSG00000263177",0,1,1,0,0,0,0,0,1,0,0,0
"ENSG00000232196",2,4,2,3,2,4,0,2,1,1,1,2
"ENSG00000140987",343,586,515,441,389,785,383,500,672,441,753,918
"ENSG00000103343",211,377,268,283,234,396,252,300,454,324,432,539
"ENSG00000167981",287,442,368,389,338,524,267,319,481,351,466,556
"ENSG00000122390",1464,2394,2033,2223,1896,3324,1671,2099,2875,1979,3217,3962
"ENSG00000263212",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273776",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215131",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240311",0,0,0,2,1,3,0,2,7,1,1,2
"ENSG00000103351",312,603,423,404,367,705,316,448,575,497,681,886
"ENSG00000278942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167984",9,22,19,16,16,34,11,16,17,18,45,66
"ENSG00000262312",2,0,0,2,2,3,2,2,0,3,2,7
"ENSG00000261938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188827",418,811,566,589,577,1059,347,542,672,472,830,860
"ENSG00000213918",180,292,226,206,215,400,178,226,317,207,381,438
"ENSG00000263235",5,8,6,4,7,10,4,13,15,5,11,11
"ENSG00000126602",2327,4117,3242,3464,3059,5085,1937,2677,3324,2427,3586,4259
"ENSG00000276754",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000005339",2458,3816,3414,3021,3066,5143,3391,4104,5941,3967,5517,5760
"ENSG00000262516",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262185",53,104,56,52,49,116,38,42,69,35,100,103
"ENSG00000162104",848,1532,1088,1152,1261,1942,966,1208,1583,1171,1874,2215
"ENSG00000263159",1,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000262471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263105",5,2,3,2,0,2,4,2,2,5,7,2
"ENSG00000185739",2,0,1,4,1,0,7,6,3,1,3,2
"ENSG00000262468",21,53,30,34,28,63,25,26,32,25,51,74
"ENSG00000090447",285,493,387,407,338,569,234,355,509,428,556,574
"ENSG00000126603",373,643,539,557,572,966,671,843,1299,798,1367,1598
"ENSG00000262686",0,0,0,0,0,0,0,0,1,0,0,2
"ENSG00000217930",74,103,79,72,84,120,45,66,99,85,136,136
"ENSG00000262712",12,18,21,24,13,22,10,17,15,10,17,14
"ENSG00000103426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280063",17,16,16,15,14,39,5,21,21,18,25,24
"ENSG00000262246",118,156,166,166,152,271,130,194,273,168,331,395
"ENSG00000168140",1650,2783,2448,2561,3006,4948,2294,2897,4153,2889,4564,5797
"ENSG00000103423",1743,3066,2346,2515,2016,3516,1786,2405,3002,2284,2985,3606
"ENSG00000277170",4,4,4,4,2,7,1,2,9,1,0,2
"ENSG00000277440",1,1,1,0,2,1,0,0,2,0,3,0
"ENSG00000275515",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153406",1326,2138,1753,1835,1548,2728,1080,1530,1965,1585,2284,2834
"ENSG00000103415",1370,2150,1824,1739,1528,2734,1195,1577,2065,1622,2102,2579
"ENSG00000089486",888,1558,1277,1313,1251,2202,528,645,976,718,1238,1344
"ENSG00000278434",1,1,0,4,1,3,2,1,5,0,2,3
"ENSG00000205832",0,0,1,5,0,1,1,0,0,4,0,3
"ENSG00000261789",0,0,0,3,0,0,1,0,0,1,1,0
"ENSG00000261612",142,259,232,233,167,300,224,251,341,301,333,460
"ENSG00000153443",540,945,787,923,670,1260,653,753,1030,697,1092,1380
"ENSG00000102858",1598,2436,2057,2082,1918,3212,1909,2141,3295,2070,3089,3690
"ENSG00000263955",2,2,1,1,1,4,3,2,3,1,4,1
"ENSG00000261442",5,1,1,3,0,2,1,3,4,1,0,2
"ENSG00000278700",0,1,0,0,0,0,0,0,0,0,2,0
"ENSG00000276641",0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000168101",552,1054,842,909,753,1356,730,1002,1277,964,1227,1444
"ENSG00000168096",306,497,373,418,345,616,282,394,549,416,605,676
"ENSG00000266994",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000166246",5,35,16,14,13,23,7,24,28,18,35,45
"ENSG00000103199",181,287,221,228,225,374,203,267,388,244,406,498
"ENSG00000276096",1,5,0,2,1,0,2,1,4,0,6,1
"ENSG00000140623",1,2,1,1,0,0,0,0,1,0,2,0
"ENSG00000285952",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267795",2,0,0,2,0,2,0,3,0,1,1,2
"ENSG00000267077",0,1,0,0,1,0,0,0,2,0,1,1
"ENSG00000067836",159,271,232,262,270,436,140,219,310,228,356,449
"ENSG00000140632",1747,2773,2202,2195,2153,3616,2153,2782,3693,2745,3682,4189
"ENSG00000275056",2,3,1,5,2,10,6,3,6,5,7,8
"ENSG00000118900",1734,2863,2321,2203,2279,3959,2265,2758,3664,2773,3789,4386
"ENSG00000118898",34,46,43,38,40,54,204,217,387,262,477,643
"ENSG00000103184",5,1,1,1,0,3,4,0,4,4,4,6
"ENSG00000267072",0,1,0,0,2,6,0,0,4,0,0,0
"ENSG00000103174",356,708,522,592,546,917,446,514,825,558,862,1091
"ENSG00000033011",818,1238,1026,1018,939,1649,696,931,1220,906,1347,1501
"ENSG00000153446",0,0,2,0,2,1,0,0,1,0,0,1
"ENSG00000260882",1,0,0,0,0,2,1,3,2,1,1,2
"ENSG00000118894",208,381,317,351,255,474,187,265,418,294,385,388
"ENSG00000267070",1,2,0,0,0,1,3,2,3,2,3,4
"ENSG00000285567",1,1,0,0,2,0,0,0,0,0,0,0
"ENSG00000273963",0,0,0,0,0,0,1,0,1,1,0,1
"ENSG00000260431",6,16,21,23,14,18,13,10,13,12,12,11
"ENSG00000261811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000078328",5,4,10,14,8,12,6,11,18,12,17,25
"ENSG00000260817",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242278",88,145,105,102,73,168,63,94,120,90,109,159
"ENSG00000267182",5,0,1,0,0,1,0,0,0,0,1,0
"ENSG00000261007",4,2,1,5,3,4,2,0,3,2,2,0
"ENSG00000260338",0,0,0,0,1,3,0,0,0,1,2,0
"ENSG00000273648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270440",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280000",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257180",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286635",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260835",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278975",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259963",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252080",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200869",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240419",12,18,12,14,14,22,8,8,9,15,13,18
"ENSG00000287340",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261198",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252138",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260289",8,10,31,12,26,26,0,1,1,4,2,5
"ENSG00000260003",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261319",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260058",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260379",0,2,0,0,0,0,1,0,0,0,0,1
"ENSG00000261066",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232258",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287522",0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000067365",298,525,435,464,443,712,326,450,597,395,669,776
"ENSG00000279357",0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000183044",112,153,268,237,332,578,301,396,646,492,699,703
"ENSG00000243954",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184857",265,452,333,340,264,489,172,243,346,264,399,415
"ENSG00000140650",241,428,377,439,348,605,362,432,626,459,544,557
"ENSG00000260350",0,1,0,0,0,4,0,3,1,0,3,1
"ENSG00000260276",6,23,17,13,5,23,14,15,20,16,36,31
"ENSG00000153048",2418,4123,3153,3283,2889,4636,2838,3510,4407,3468,5027,6152
"ENSG00000259939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261481",2,0,2,1,0,0,0,1,0,1,1,3
"ENSG00000283516",0,2,0,1,1,1,3,3,0,0,2,0
"ENSG00000187555",2510,4512,3752,3682,3045,5695,3440,4137,5687,4396,5711,6565
"ENSG00000260979",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000261392",0,0,0,0,2,0,0,2,2,0,0,0
"ENSG00000182831",933,1732,1274,1192,1112,2000,1287,1490,1935,1462,1729,1998
"ENSG00000263244",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260349",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220793",4454,7605,5916,5671,5188,8794,5595,6719,8932,7097,9560,11854
"ENSG00000261617",0,0,0,1,1,2,0,1,1,0,0,0
"ENSG00000260071",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261397",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283003",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200468",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260362",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183454",16,21,16,22,9,9,22,26,25,10,22,27
"ENSG00000283221",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287830",0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000261810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261647",24,40,57,32,26,70,36,35,54,43,51,114
"ENSG00000285543",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166669",87,159,101,122,96,192,93,124,168,150,208,281
"ENSG00000260756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279662",2,1,2,1,0,3,3,1,1,7,3,4
"ENSG00000199482",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260468",2,0,0,0,1,0,0,2,3,0,2,0
"ENSG00000213853",960,1525,1261,1189,1209,2283,1128,1496,2120,1560,2374,2697
"ENSG00000256013",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260310",0,0,0,0,0,0,1,0,0,2,0,0
"ENSG00000153060",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000263279",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263241",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261904",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262322",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262259",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263196",0,0,0,0,0,0,0,0,0,0,0,0
